Sample	CNA
MB-5062	0.822699569
MB-5063	-1.244234343
MB-5064	-0.990450705
MB-5065	0.819340089
MB-5066	-0.655790473
MB-5068	-0.721756912
MB-5070	0.376064026
MB-5072	1.187101691
MB-5073	-1.713015783
MB-5074	1.72194225
MB-5078	-0.455688219
MB-5079	-0.354233638
MB-5081	-1.73869957
MB-5084	1.459212423
MB-5086	-0.453030098
MB-5088	-0.818097265
MB-5092	-0.674385931
MB-5093	1.751420929
MB-5097	0.121768008
MB-5098	0.683934815
MB-5100	-0.789244796
MB-5101	-1.008761872
MB-5102	1.49721581
MB-5105	-0.14343593
MB-5107	0.529144051
MB-5110	1.312615199
MB-5113	-1.399407898
MB-5114	0.757529136
MB-5115	0.904722626
MB-5116	0.264563453
MB-5117	-0.626776749
MB-5118	0.364244799
MB-5119	0.685188363
MB-5120	0.900909299
MB-5121	-1.077674981
MB-5122	0.587626339
MB-5123	-0.07945678
MB-5124	0.78175361
MB-5126	1.432533453
MB-5130	1.320705115
MB-5134	-0.519878397
MB-5135	0.212361754
MB-5138	-0.390808507
MB-5139	1.803203447
MB-5143	-0.688622596
MB-5144	0.005244762
MB-5145	-1.388167374
MB-5147	-0.994536537
MB-5148	2.241852937
MB-5150	-0.527072294
MB-5152	0.01673376
MB-5154	0.059913702
MB-5155	-0.144004088
MB-5157	0.770953516
MB-5160	0.039300121
MB-5161	-0.449420866
MB-5162	-2.823504107
MB-5163	-0.464756094
MB-5164	0.001896827
MB-5166	2.276500458
MB-5167	0.221564523
MB-5169	0.01390685
MB-5171	-1.383578565
MB-5173	-1.435823453
MB-5174	0.679411426
MB-5175	-0.875348007
MB-5176	-0.041191683
MB-5177	-1.116017772
MB-5178	1.028390127
MB-5179	-0.231641009
MB-5182	0.067620571
MB-5183	1.04690856
MB-5184	-1.145097305
MB-5185	0.019230668
MB-5186	-1.333288568
MB-5188	-0.22440378
MB-5189	-0.477122133
MB-5190	0.590188875
MB-5191	-0.193268912
MB-5193	-0.120447795
MB-5195	0.994995904
MB-5196	-0.485882812
MB-5197	1.775750971
MB-5199	-1.599948226
MB-5200	-0.135885807
MB-5201	0.403784483
MB-5204	-1.261182797
MB-5205	-0.003867857
MB-5206	-0.865062325
MB-5208	1.494161439
MB-5209	1.041288657
MB-5211	1.067115591
MB-5212	-0.198642962
MB-5213	-0.878853105
MB-5214	-0.292862048
MB-5215	-0.610696922
MB-5218	1.235728451
MB-5221	-0.530673382
MB-5222	-1.93640914
MB-5223	-0.322786368
MB-5224	-0.696547024
MB-5225	-0.524008788
MB-5226	0.930403845
MB-5227	0.307909483
MB-5228	2.113592863
MB-5229	0.048915005
MB-5230	-0.156922046
MB-5231	0.460614912
MB-5232	0.33461118
MB-5233	2.559498387
MB-5235	0.719294816
MB-5236	2.213590094
MB-5238	-0.502640442
MB-5239	0.364276466
MB-5240	0.494205639
MB-5243	0.269395932
MB-5244	0.464943692
MB-5251	0.067714198
MB-5253	0.298605947
MB-5256	1.464601728
MB-5258	0.959261797
MB-5259	0.824248551
MB-5260	0.139513642
MB-5261	-0.043010912
MB-5264	-0.335299566
MB-5266	0.457917069
MB-5267	-0.06818076
MB-5268	-0.125943056
MB-5270	0.808054463
MB-5271	1.05957714
MB-5272	-0.862954716
MB-5273	-0.397057558
MB-5275	-0.333170984
MB-5277	-0.52298869
MB-5278	0.432970161
MB-5279	-0.299445467
MB-5280	0.446419971
MB-5281	2.224016274
MB-5284	0.327812728
MB-5287	0.35856487
MB-5288	-0.088242366
MB-5290	-0.183787326
MB-5291	1.171364591
MB-5292	2.010977359
MB-5293	0.725649633
MB-5294	-0.361581137
MB-5295	0.798279468
MB-5296	-0.190324531
MB-5298	1.116483886
MB-5299	0.632207823
MB-5300	-0.484853891
MB-5305	1.61384863
MB-5306	1.260271077
MB-5308	0.179099157
MB-5310	-1.588255818
MB-5311	-1.99147077
MB-5312	-1.149079309
MB-5313	0.123590885
MB-5315	1.203352227
MB-5317	-0.191577184
MB-5318	0.775195136
MB-5322	0.313250966
MB-5323	0.046894431
MB-5324	-1.036363119
MB-5326	0.873269346
MB-5327	-1.637266135
MB-5328	-0.278044593
MB-5329	-1.409141371
MB-5330	-0.319045713
MB-5331	-0.951620235
MB-5334	1.968234857
MB-5335	-0.609734167
MB-5338	-0.759868001
MB-5341	0.286802879
MB-5345	-0.754431329
MB-5346	-2.176982607
MB-5347	-0.773583678
MB-5348	0.040160545
MB-5350	-1.240976013
MB-5351	0.153755645
MB-5358	0.385661557
MB-5360	1.418466144
MB-5361	-0.842096123
MB-5364	-0.490282667
MB-5365	-0.497728964
MB-5366	1.520687944
MB-5368	-0.735538932
MB-5369	-0.415473013
MB-5370	-0.037972708
MB-5373	-1.060824608
MB-5377	-0.010916322
MB-5378	0.741954776
MB-5381	-0.115801852
MB-5382	0.248092868
MB-5383	-0.726379489
MB-5384	1.219198059
MB-5386	-0.489750782
MB-5388	-0.693025378
MB-5389	0.142107524
MB-5390	1.667173619
MB-5392	0.471717213
MB-5393	0.832839423
MB-5395	0.928088602
MB-5396	-0.906602648
MB-5397	0.494614443
MB-5398	-0.735848555
MB-5399	-0.582748997
MB-5401	1.294569031
MB-5402	1.556035976
MB-5403	-1.296895033
MB-5404	0.707825769
MB-5405	-1.839404161
MB-5406	-0.569445622
MB-5407	-0.398704377
MB-5408	-1.027446824
MB-5409	-0.100789844
MB-5410	2.233678626
MB-5411	0.966875528
MB-5412	-0.682604926
MB-5414	1.377450841
MB-5418	-0.165646643
MB-5420	-0.118925287
MB-5421	0.514109133
MB-5422	-0.332173287
MB-5424	-1.52761527
MB-5425	-0.674385931
MB-5426	0.390318736
MB-5427	-0.91647575
MB-5428	0.211673478
MB-5429	-0.73372521
MB-5431	-0.883753875
MB-5432	1.660773808
MB-5433	1.313047
MB-5434	-0.42076261
MB-5435	-0.966500023
MB-5440	1.772036357
MB-5441	1.412931772
MB-5442	-0.750896912
MB-5444	-0.689438796
MB-5446	1.995064503
MB-5447	0.349017335
MB-5450	0.934943857
MB-5451	-0.655226161
MB-5452	0.150046352
MB-5453	-0.093490408
MB-5454	0.273811397
MB-5455	-0.170107072
MB-5457	0.016149617
MB-5458	-0.763698351
MB-5459	0.515829967
MB-5463	-0.301851415
MB-5464	-0.695920558
MB-5465	-0.669458723
MB-5468	-2.405757822
MB-5470	0.01208237
MB-5471	0.371074726
MB-5472	-0.489708802
MB-5473	-0.530784509
MB-5474	0.430859936
MB-5475	-1.27379752
MB-5477	-0.819313752
MB-5478	-1.484516135
MB-5481	0.291307415
MB-5482	-0.216770573
MB-5483	-0.735959713
MB-5484	-0.865548726
MB-5485	1.272471646
MB-5486	0.950522342
MB-5489	0.433046939
MB-5490	-0.317577812
MB-5491	0.235384913
MB-5492	0.42669196
MB-5493	-0.771499565
MB-5495	-0.871253042
MB-5497	-0.027806438
MB-5498	-1.046990868
MB-5499	-0.353953593
MB-5502	1.349480965
MB-5505	0.657681153
MB-5510	-1.226119391
MB-5511	1.080510343
MB-5513	0.273685481
MB-5514	-0.906463503
MB-5518	-1.05109286
MB-5519	-1.167119285
MB-5520	0.964101525
MB-5521	-0.852206226
MB-5525	0.047140754
MB-5526	-0.748552739
MB-5527	-0.105677616
MB-5529	0.893299415
MB-5530	0.203330009
MB-5531	0.828514315
MB-5532	-0.393264759
MB-5533	1.008835333
MB-5534	-0.853319768
MB-5535	1.572835487
MB-5540	-0.264818363
MB-5541	-0.920329718
MB-5543	-0.271846493
MB-5547	0.991146093
MB-5548	-2.024442778
MB-5549	-1.857317403
MB-5550	-1.059625074
MB-5551	-0.658954692
MB-5552	-0.874422387
MB-5553	-0.44602685
MB-5554	-0.946665173
MB-5556	1.399905512
MB-5558	-0.294538806
MB-5559	0.061871177
MB-5560	0.016304481
MB-5562	-1.03078541
MB-5563	-1.047392778
MB-5565	-2.198355288
MB-5566	-1.822538028
MB-5567	0.64061133
MB-5571	-0.311995811
MB-5572	0.475891397
MB-5575	1.025233869
MB-5576	-0.252864352
MB-5577	-0.200197783
MB-5579	-1.470621327
MB-5580	-0.995622535
MB-5582	-0.829910937
MB-5583	-0.900003948
MB-5584	-0.820981123
MB-5588	-0.798364011
MB-5589	-0.296885104
MB-5590	-0.934335637
MB-5591	0.487116286
MB-5592	-0.885653283
MB-5593	-1.719829126
MB-5596	-0.934494572
MB-5597	-0.922216891
MB-5599	0.64241238
MB-5601	-1.571292356
MB-5602	-1.219141486
MB-5603	-1.410280929
MB-5604	0.86695819
MB-5605	-1.304290587
MB-5613	-1.247439366
MB-5616	1.464571767
MB-5617	-1.110405533
MB-5620	-0.251814366
MB-5622	-0.362515661
MB-5623	-1.235565729
MB-5624	0.78285558
MB-5626	-0.2511161
MB-5628	-1.564044199
MB-5629	-0.998420411
MB-5632	1.23205957
MB-5633	-1.840157316
MB-5634	1.475130171
MB-5635	0.517059289
MB-5636	0.800205311
MB-5638	1.096387188
MB-5640	-0.804502343
MB-5641	-0.117118845
MB-5642	0.073537324
MB-5645	0.470889314
MB-5646	0.58678728
MB-5647	-0.208878919
MB-5651	0.765097883
MB-5652	1.573410118
MB-5653	0.74158438
MB-5654	-0.204989831
MB-5655	0.204711102
MB-5656	-0.090450745
MB-6001	0.79053972
MB-6006	-0.567415535
MB-6007	0.907031826
MB-6008	0.160325595
MB-6010	0.020962403
MB-6011	0.641272831
MB-6012	1.374015482
MB-6014	-0.760775793
MB-6016	-0.64557225
MB-6017	-0.328743283
MB-6018	-0.418095882
MB-6019	0.179099157
MB-6021	-0.350902081
MB-6022	1.105047348
MB-6023	-1.181902808
MB-6024	-1.251499777
MB-6026	0.446419971
MB-6029	1.625693834
MB-6030	0.100923064
MB-6036	0.112851145
MB-6039	-0.293971081
MB-6042	-0.568415992
MB-6044	1.014304312
MB-6047	2.261723603
MB-6048	0.781900053
MB-6049	0.709310981
MB-6050	-0.769975561
MB-6051	0.415208182
MB-6052	-0.536416163
MB-6053	1.067520006
MB-6055	0.728431419
MB-6058	1.159368807
MB-6059	0.835316807
MB-6060	-0.354233638
MB-6062	1.343844606
MB-6063	1.84525697
MB-6065	0.278777279
MB-6068	0.714788227
MB-6069	1.667069719
MB-6071	0.232213944
MB-6075	0.223654425
MB-6079	0.106213244
MB-6080	-1.203865288
MB-6082	-0.614301262
MB-6083	0.916196394
MB-6085	-0.941196113
MB-6092	-0.621405668
MB-6097	-0.2403428
MB-6098	-1.425460532
MB-6100	1.792852938
MB-6101	1.630832076
MB-6103	0.997667873
MB-6105	-0.310309261
MB-6107	0.452698546
MB-6108	-1.111186711
MB-6113	-1.199117494
MB-6114	1.07994651
MB-6116	-0.689438796
MB-6118	0.141193014
MB-6122	0.471911522
MB-6124	-0.464253416
MB-6125	-0.905568496
MB-6131	-1.010485268
MB-6133	-0.201429616
MB-6135	0.798279468
MB-6138	-0.710182024
MB-6141	0.710248836
MB-6143	-2.471895139
MB-6144	-0.35199408
MB-6145	-1.045656542
MB-6146	0.068404611
MB-6147	-0.96742862
MB-6149	1.159368807
MB-6150	0.580871742
MB-6152	1.760781409
MB-6154	0.076946579
MB-6156	0.721991555
MB-6157	0.339189108
MB-6160	-1.072698801
MB-6163	0.82361767
MB-6164	-1.005966888
MB-6167	-0.740442875
MB-6168	-0.919458332
MB-6169	0.465430931
MB-6171	-0.873482065
MB-6178	0.795390335
MB-6179	1.27424461
MB-6181	0.924436304
MB-6182	1.382246177
MB-6183	-0.300727224
MB-6184	0.249896018
MB-6185	-0.155435239
MB-6187	0.126955431
MB-6188	-1.363656474
MB-6189	-0.885164935
MB-6190	0.821723823
MB-6192	0.172022313
MB-6194	1.108479041
MB-6195	-0.363630487
MB-6200	-1.120796728
MB-6201	1.979423632
MB-6204	-0.740442875
MB-6207	-1.610773019
MB-6208	-0.267296129
MB-6211	0.099603136
MB-6212	0.650069458
MB-6214	0.596169768
MB-6217	1.494161439
MB-6218	-0.500437744
MB-6223	1.576613551
MB-6224	0.12165727
MB-6225	0.226476838
MB-6226	-0.115341667
MB-6228	-1.214538004
MB-6229	0.514010637
MB-6231	-0.365808435
MB-6232	-1.327514375
MB-6233	-0.894022554
MB-6234	-0.936069253
MB-6237	-1.260746034
MB-6238	0.073651218
MB-6239	-0.340410433
MB-6242	-0.95828616
MB-6245	-0.671895502
MB-6246	0.219385209
MB-6248	0.161686741
MB-6251	-1.288904818
MB-6253	-0.628459715
MB-6254	-0.886115815
MB-6256	-1.251499777
MB-6257	0.005030111
MB-6263	-0.214320761
MB-6271	0.185381166
MB-6272	-2.471029163
MB-6273	-0.517785428
MB-6280	0.71840038
MB-6281	0.066422212
MB-6283	0.62635859
MB-6284	2.073095878
MB-6286	-0.674873073
MB-6287	0.388851965
MB-6288	0.476698348
MB-6297	-0.18747605
MB-6300	-1.240379303
MB-6302	1.53555315
MB-6305	-1.142094284
MB-6306	0.923379521
MB-6308	-0.814443428
MB-6312	1.437762853
MB-6314	0.699156267
MB-6317	0.585935428
MB-6318	-1.861886589
MB-6319	-0.129159248
MB-6322	-0.22131402
MB-6327	1.143737766
MB-6328	0.672205219
MB-6330	-0.045631472
MB-6334	1.742530504
MB-6336	0.788581998
MB-6337	0.803155057
MB-6344	0.202618468
MB-6346	1.004378392
MB-6358	-0.720516225
MB-6359	-0.016624867
MB-6363	0.927563727
MB-7000	2.546322445
MB-7001	-1.291423447
MB-7002	-0.692408341
MB-7003	-0.801678706
MB-7004	-0.68492318
MB-7005	-0.777675522
MB-7006	-0.235119684
MB-7007	0.92133593
MB-7008	-0.497789026
MB-7009	0.258412292
MB-7010	-0.059161507
MB-7011	0.49757026
MB-7012	0.60392092
MB-7013	-0.927750879
MB-7014	0.015892911
MB-7015	1.492638242
MB-7017	-1.347622164
MB-7018	-0.305794887
MB-7019	-0.219563818
MB-7020	0.615982023
MB-7022	0.742423324
MB-7023	-2.760198917
MB-7024	1.983923237
MB-7025	-0.570967574
MB-7026	-0.258063723
MB-7027	-0.542188232
MB-7028	3.072695395
MB-7029	-0.58124844
MB-7030	0.691921385
MB-7031	1.781404794
MB-7032	0.325068786
MB-7034	-1.080164153
MB-7035	0.540582995
MB-7036	0.029202613
MB-7037	-0.602549128
MB-7038	-2.2774088
MB-7039	-0.905116979
MB-7040	-0.784416299
MB-7041	-0.003249762
MB-7042	-1.317961919
MB-7043	-0.606118477
MB-7044	-0.818651879
MB-7045	2.444318752
MB-7046	1.193324536
MB-7048	-0.129774524
MB-7049	1.205608215
MB-7050	0.099603136
MB-7051	0.499203934
MB-7052	-0.544767101
MB-7053	0.10288414
MB-7054	1.082248483
MB-7055	-0.308037825
MB-7056	0.691921385
MB-7057	0.303521594
MB-7058	-0.098353994
MB-7059	1.46115046
MB-7060	0.419000941
MB-7061	-0.035647208
MB-7062	-0.773357835
MB-7063	0.848203715
MB-7065	0.679411426
MB-7066	1.014304312
MB-7067	0.006316674
MB-7068	0.560534723
MB-7069	-1.80659673
MB-7070	2.492542201
MB-7071	-0.135714252
MB-7072	-0.041891337
MB-7073	0.78285558
MB-7074	-0.624444742
MB-7075	0.881377375
MB-7076	-0.382344223
MB-7077	0.603026734
MB-7078	-2.873070372
MB-7079	-1.110751141
MB-7080	-0.029438389
MB-7081	1.016471236
MB-7082	0.532266148
MB-7083	1.248193171
MB-7084	-0.397071781
MB-7085	-0.575064783
MB-7086	-0.535378418
MB-7087	0.562168674
MB-7088	-0.322626778
MB-7089	-1.306359742
MB-7090	0.53641973
MB-7091	0.533144168
MB-7092	0.322821816
MB-7093	-0.901368919
MB-7094	1.701330155
MB-7095	0.229327025
MB-7096	-1.208998115
MB-7097	-0.33041718
MB-7099	1.320705115
MB-7100	-1.118199465
MB-7101	-0.299602222
MB-7102	-0.928232774
MB-7104	0.640399491
MB-7106	-1.387283671
MB-7107	1.682411315
MB-7109	-0.014074088
MB-7111	-0.480741124
MB-7112	-1.355539702
MB-7113	0.220839416
MB-7114	0.724776723
MB-7115	-0.956044934
MB-7116	-0.996545597
MB-7118	-1.114261384
MB-7119	-0.828617605
MB-7121	0.152099754
MB-7122	0.309450041
MB-7123	-0.16978119
MB-7124	0.805107969
MB-7127	-0.465836314
MB-7128	-1.202580031
MB-7130	1.773933404
MB-7131	0.377266799
MB-7132	-0.682396089
MB-7133	0.190918784
MB-7135	-1.145131757
MB-7137	0.267933796
MB-7138	-0.288347206
MB-7140	-1.101024127
MB-7141	0.880388445
MB-7142	0.471074005
MB-7143	0.945444872
MB-7144	0.090193451
MB-7145	1.540301404
MB-7147	1.420685031
MB-7149	1.537088448
MB-7150	0.491073826
MB-7151	-2.419613619
MB-7152	0.541460511
MB-7153	-0.900921427
MB-7154	-1.471607225
MB-7155	1.548109491
MB-7157	0.722920715
MB-7158	-1.921972442
MB-7159	-2.393163412
MB-7160	0.869121907
MB-7161	0.816750858
MB-7162	0.194341552
MB-7163	-0.158425785
MB-7164	0.249896018
MB-7165	-1.635421098
MB-7167	-0.524499652
MB-7168	-0.017923705
MB-7170	-0.987056264
MB-7171	0.665887333
MB-7172	0.285328113
MB-7173	0.500874257
MB-7174	-0.890322216
MB-7176	-0.353133172
MB-7181	0.380442551
MB-7182	0.376470797
MB-7185	-0.088012167
MB-7186	1.997005613
MB-7187	0.220839416
MB-7189	2.437591109
MB-7193	-0.229373785
MB-7194	-0.631997216
MB-7195	-0.088608782
MB-7196	0.734991586
MB-7197	0.889535748
MB-7198	-0.463726215
MB-7199	-0.594384764
MB-7200	0.065117579
MB-7201	-2.880759239
MB-7205	1.48211156
MB-7207	1.0460579
MB-7208	0.742423324
MB-7212	-0.184536821
MB-7215	0.092210769
MB-7216	-0.838135213
MB-7217	0.248470573
MB-7218	-0.372990053
MB-7219	1.183623619
MB-7220	-1.255734017
MB-7225	0.274403001
MB-7226	-0.332052929
MB-7227	0.649175582
MB-7228	0.176242025
MB-7229	0.955983066
MB-7230	-0.266685527
MB-7231	-0.464787575
MB-7232	-1.364059303
MB-7233	0.799271897
MB-7234	-0.290633818
MB-7235	1.043827646
MB-7236	-0.482863783
MB-7238	1.076496857
MB-7241	-0.276408731
MB-7243	-0.410534557
MB-7244	-0.589234173
MB-7250	1.057394484
MB-7251	-0.84005201
MB-7252	0.543134846
MB-7253	-0.053636961
MB-7254	1.343844606
MB-7256	-0.054249508
MB-7258	0.762206256
MB-7260	-0.822896669
MB-7262	1.08334158
MB-7263	-0.111772937
MB-7264	1.476081133
MB-7266	1.110797015
MB-7267	-1.419473169
MB-7268	0.016496263
MB-7269	1.205608215
MB-7270	0.976198233
MB-7273	-0.518793435
MB-7275	-1.149450095
MB-7276	-0.599498464
MB-7277	-0.285459648
MB-7278	0.29040025
MB-7279	1.291248347
MB-7280	2.18742816
MB-7281	0.606592526
MB-7283	-0.398149279
MB-7284	0.059913702
MB-7285	0.716637902
MB-7286	-1.038440481
MB-7287	1.462637372
MB-7288	0.160325595
MB-7289	-1.206444045
MB-7291	-0.564329588
MB-7292	0.253444249
MB-7293	0.436118416
MB-7294	-0.259170358
MB-7295	-1.483361144
MB-7296	-1.837844243
MB-7297	0.80898138
MB-7298	1.226739445
MB-7299	0.589338194
